,total_comp_income_,dividends_,revenue_,stockholders_equity_,market_value_,delta_comprehensive_income_,delta_revenue_,delta_stockholders_equity_,delta_market_value_,doc2vec_dim_1,doc2vec_dim_2,doc2vec_dim_3,doc2vec_dim_4,doc2vec_dim_5,doc2vec_dim_6,doc2vec_dim_7,doc2vec_dim_8,doc2vec_dim_9,doc2vec_dim_10,doc2vec_dim_11,doc2vec_dim_12,doc2vec_dim_13,doc2vec_dim_14,doc2vec_dim_15,doc2vec_dim_16,doc2vec_dim_17,doc2vec_dim_18,doc2vec_dim_19,doc2vec_dim_20,doc2vec_dim_21,doc2vec_dim_22,doc2vec_dim_23,doc2vec_dim_24,doc2vec_dim_25,doc2vec_dim_26,doc2vec_dim_27,doc2vec_dim_28,doc2vec_dim_29,doc2vec_dim_30
13,42.051,14.074000000000002,170.81900000000005,458.64,693.3336,0.0,0.0,0.0,0.0,-0.5956349372863771,-1.100701928138733,0.0343257337808609,0.9350129961967468,-0.3644186556339264,-0.478814035654068,-1.0208271741867063,-2.1795012950897217,2.1618061065673833,2.4828665256500244,0.6233296990394592,-0.5317510962486267,-3.9545290470123287,1.8295097351074217,1.9517500400543213,2.4413444995880127,1.3491480350494385,2.8110947608947754,-0.5892612934112549,-0.8524025678634644,-0.10370566695928574,0.6724861860275269,1.46596097946167,0.016186850145459175,-1.0644378662109375,-1.1924363374710083,0.6978104114532471,-1.6271460056304932,-0.6612274646759033,-0.1480458676815033
15,3.032,3.0660000000000003,181.44400000000002,40.573,44.96,-0.473611111111111,-0.5962339139123101,0.048072948956396,-0.395686740996122,1.3381212949752808,-0.02049841545522213,0.7012572884559631,-0.17182332277297974,1.5390647649765017,1.9027862548828125,0.4834032356739044,-0.5235131978988647,-0.5941281318664551,-0.5234337449073792,0.2616167366504669,-0.2371708452701569,-0.8643808364868164,1.6153385639190674,-2.2416229248046875,0.12158562242984773,-0.9344281554222108,0.1754952371120453,0.4342932403087616,-0.5588291883468628,1.710031032562256,1.2575093507766724,0.5209838151931763,-1.9609853029251096,-2.3451972007751465,-0.17108792066574094,0.0406724214553833,-0.9227403402328492,-0.9867001175880432,0.11633091419935225
16,3.2030000000000003,0.637,1022.188,60.757,42.1663,0.0,0.0,0.0,0.0,-0.19806739687919614,0.5966006517410278,0.00029724263004027307,-0.1214100867509842,1.1672258377075195,1.9246231317520144,-0.8749582767486572,-1.6069279909133911,-0.4887881278991699,0.769356906414032,-0.4579050540924072,0.6442391276359558,-0.3415258228778839,0.3655411601066589,-1.7149902582168581,0.8026254177093506,0.7165958285331726,-0.4406585693359375,-1.5923930406570437,0.4984662532806397,0.389540821313858,-0.5029433369636536,1.8849966526031492,-0.30915650725364685,-1.4219379425048828,-1.0861932039260864,0.8837912678718567,0.0700000524520874,-1.5764305591583252,1.4159072637557983
17,-0.674,0.0,0.196,-2.0669999999999997,3.0541,0.0,0.0,0.0,0.0,-2.0736687183380127,0.5941401720046997,0.8758401274681091,-0.9299381375312804,-0.3853534460067749,0.011230609379708769,0.06864802539348602,-1.11120343208313,0.4575392305850983,0.8846331834793091,-0.4823455512523651,0.40711545944213867,0.04225502535700798,0.1972457617521286,-0.9028106331825256,-0.7151907086372375,-1.7088896036148071,-0.924668312072754,0.3872978389263153,0.0038874137680977587,0.11768907308578493,2.0930509567260738,1.1739791631698608,-0.5841355919837952,-0.1979801505804062,-0.6218787431716919,-0.3105684518814087,-1.708427667617798,-2.1887149810791016,1.4084016084671018
18,-330.708,25.143,7755.283,314.732,348.3826,0.0,0.0,0.0,0.0,0.9150951504707336,0.11086399108171464,-0.3815114796161652,-1.178358793258667,-0.03327101096510887,0.26805818080902105,0.3705577850341797,0.1439446061849594,1.0437386035919192,0.3815446197986603,-2.052753448486328,-0.9197608232498168,-0.04733540490269661,0.27539101243019104,-0.8611958026885986,2.0063304901123047,-0.3775128126144409,-1.4136319160461426,-1.7049978971481323,0.896489679813385,-0.044255558401346214,0.3498565256595612,2.1985974311828613,0.5390016436576843,-2.6332812309265137,-0.5697277784347534,2.103731632232666,1.2503399848937988,-1.202082276344299,1.2410480976104736
19,-75.433,0.0,210.745,336.283,96.4343,0.0,0.0,0.0,0.0,-0.5480023622512817,-0.8837525248527527,1.0023682117462158,-1.073593258857727,0.015986395999789238,1.4011684656143188,1.2793792486190796,-1.3017663955688477,-1.1503775119781494,-0.3687143623828888,-1.0055683851242063,0.5940202474594116,-0.223996102809906,0.5193907618522644,-0.3851075172424317,-0.39603832364082336,-0.8151220083236694,0.17654627561569214,-0.03993542492389679,1.2941030263900757,1.487309813499451,1.4712834358215332,3.328856945037842,-0.5812581181526184,0.9506115317344666,2.0831258296966557,-0.7062655091285706,0.12765644490718842,-0.4508278667926788,2.1956732273101807
20,-45.213,0.0,567.81,51.648999999999994,38.3038,-0.426812880324544,-0.07388711016439099,-0.453524911916879,-0.316440561212653,0.4038490355014801,1.8068031072616575,-0.05749843642115592,-0.7175606489181519,1.1151137351989746,0.20991843938827515,-0.34317994117736816,-0.3621879816055298,1.2559312582015991,0.2528607547283173,-0.6587031483650208,-1.0943639278411863,-0.6324986815452576,0.5619275569915771,-1.2933330535888672,0.5059430003166199,-0.5250293016433716,-0.16087277233600614,-0.5239189863204956,0.9370949864387512,1.4106639623641968,0.6079257130622864,0.7929478883743286,-0.6534050107002258,-1.622576117515564,-0.6587921977043152,-0.012649809010326862,0.048680633306503296,-1.092518329620361,1.9152218103408811
21,18.389,7.818,74.919,216.729,218.0438,0.0,0.0,0.0,0.0,-0.02195259928703308,0.017354987561702732,0.061143845319747925,-0.016843615099787712,0.0418710857629776,0.13969039916992188,-0.01278608664870262,0.013227708637714386,0.05548056215047836,0.0826658383011818,-0.06706511974334718,0.01699228025972843,-0.09496285766363144,0.05654179304838181,-0.00432937266305089,0.08536680042743683,-0.04939847066998482,-0.028307579457759857,-0.010379604063928127,0.037805289030075066,0.06744124740362167,0.10912810266017914,0.10734114795923233,0.03236627206206322,-0.09310036152601242,-0.05348812416195869,-0.006069128401577473,-0.015055393800139429,-0.07284745573997498,0.07263337075710298
23,9.949,3.7239999999999998,55.604,106.79299999999999,135.1785,0.0,0.0,0.0,0.0,-0.5325581431388855,-2.116719961166382,-0.2959320247173309,0.7608170509338379,-0.34344857931137085,0.015133302658796309,-0.4156750440597534,-2.5236263275146484,2.574749708175659,1.7136684656143188,0.009665451943874359,-0.03243857994675636,-3.127692461013794,2.4308080673217773,1.3785847425460815,2.0846877098083496,1.3799046277999878,3.5106189250946045,0.09763102233409883,-0.31385764479637146,-0.6618639826774597,0.4321542382240296,1.2426035404205322,-0.6059335470199585,-2.1568799018859863,-1.5024291276931765,1.1808253526687622,-1.2303231954574585,0.2378707975149155,0.1013939529657364
24,4.368,4.194,56.888999999999996,120.641,157.1311,0.0,0.0,0.0,0.0,0.3446410596370697,-2.459543228149414,0.8321912288665771,2.292699813842773,0.08488259464502335,0.29114267230033875,-0.7129936814308167,-1.5037126541137695,0.920268714427948,1.2318928241729736,0.2439171373844147,-0.7862140536308289,-3.9846270084381104,1.7672793865203855,0.7689065933227539,3.3735814094543457,0.7589398622512817,2.879938125610352,-0.6746838688850403,-0.18726956844329834,0.10210371762514114,-1.2776137590408323,0.4842318594455719,-0.6518023610115051,-2.894194841384888,-1.4727380275726318,0.8101450800895691,-2.2714526653289795,0.06848399341106415,0.3656017482280731
26,-15.639000000000001,27.842,634.185,1425.224,2466.0911,0.0,0.0,0.0,0.0,-1.2894079685211182,1.7082457542419434,1.0272030830383299,-0.8996865153312683,0.1432383358478546,1.737763285636902,-3.24509334564209,0.6468959450721741,-0.1456449031829834,2.935096740722656,0.0714089646935463,0.4251355826854706,0.2830363512039185,2.741626024246216,0.21235120296478271,0.930473566055298,-0.5628252029418945,1.313940167427063,-0.3624499440193176,0.5605959892272949,1.3161453008651731,1.9716217517852783,-0.5758564472198486,0.2249981015920639,-1.5493240356445312,-0.02783944271504879,-2.5338420867919917,-1.3843121528625488,-0.2849161624908447,-0.09437837451696396
28,45.015,18.592,827.995,216.015,1285.2236,0.0,0.0,0.0,0.0,2.408268928527832,1.2088561058044434,-0.7136505842208862,-1.1997008323669434,0.4896669983863831,1.3476821184158323,0.8471282720565796,-0.458135336637497,-1.1265617609024048,0.7075487971305847,-1.8255550861358645,-0.5440282821655273,0.3607529401779175,2.0863165855407715,-1.3114138841629028,0.29255318641662603,-1.4148346185684204,-0.2997034788131714,-0.5644543170928955,1.563607096672058,1.0359641313552856,1.4551151990890503,2.705846309661865,0.07862119376659392,-1.193395972251892,0.9474198818206788,-0.21025633811950686,0.432496964931488,0.1122032180428505,1.832471251487732
29,-20.378,0.0,221.247,201.1,108.9498,0.0,0.0,0.0,0.0,-0.29162904620170593,-0.3984726369380951,2.577350616455078,-1.864775538444519,1.967971444129944,1.0620955228805542,0.2929395139217377,-0.4370031356811523,1.5758769512176514,0.7204744219779968,-1.037655234336853,-0.2316848486661911,-0.033240929245948785,-3.0583209991455083,-1.0221081972122192,-1.4884411096572876,-0.6116202473640442,2.5316383838653564,1.165129780769348,0.4060747921466827,1.6336370706558228,3.3754470348358154,3.1841135025024414,-0.3441179990768433,-0.3520857393741608,1.2185779809951782,-2.056732654571533,-0.6722472906112671,-0.8668544888496399,1.322918176651001
30,716.1310000000003,561.471,2728.256,8213.968,17384.2479,0.273391170754346,0.040219706729796,0.013762740581375,0.0,0.04588911309838295,0.3052039444446564,0.2657126188278198,-0.2459639608860016,0.4508017897605896,0.5162060856819153,0.04811113327741623,-0.1559734046459198,0.6891363263130188,0.5851964354515076,-0.13617892563343048,0.01561910379678011,-0.6039761900901794,0.8210114240646362,0.051603108644485474,0.001478587626479566,-0.4057000279426575,0.14645788073539734,-0.2556860148906708,0.4047752022743225,0.11986909806728364,0.4610806703567505,0.7986782193183899,0.10114307701587676,-0.7833462953567505,-0.2931867837905884,0.1493128538131714,-0.24290189146995544,-0.8075881600379944,0.4122057855129242
31,-5.296,0.0,21.055999999999997,15.453,39.6708,0.0,0.0,0.0,0.0,0.696513295173645,-0.9296533465385436,0.3774111866950989,-0.2997477650642395,0.6968907713890076,1.7076398134231567,0.012888179160654543,-1.08022141456604,-0.4343182444572449,-0.08468379825353622,-0.7222765684127808,-0.20444419980049133,-0.11815211921930313,0.5971874594688416,-1.923095941543579,0.012652482837438585,-0.8051133155822754,-0.08875322341918945,0.04929404333233833,0.29539793729782104,2.0139598846435547,0.9958773851394652,1.401360273361206,-1.3009966611862185,-1.9673022031784055,-0.7247490882873535,-0.12212762236595155,-1.5411911010742188,-0.5068821310997009,1.7006089687347412
34,13.579,8.818,68.207,143.54399999999995,188.8061,0.28771929824561404,0.123285189637852,0.038713692345543,-0.135557034909914,-0.009551944211125374,0.012053343467414379,0.0308027733117342,0.017922529950737953,-0.01638719066977501,0.11361037194728853,-0.0029948565643280745,-0.014913887716829775,0.051419157534837716,0.04791368544101715,-0.036099623888731,0.017331259325146675,-0.08031410723924637,0.06757502257823944,-0.00639039371162653,0.06333358585834503,-0.03959725797176361,-0.006470798514783382,0.012453405186533928,0.07778675109148027,0.0774998888373375,0.09534836560487747,0.12109094858169556,-0.00013030492118559778,-0.14160194993019104,-0.07842294126749039,-0.011894502677023409,-0.0024087142664939165,-0.06950642168521881,0.031578171998262405
37,52.358000000000004,23.309,3318.414,1397.634,1879.7065,0.0,0.0,0.0,0.0,0.36545178294181824,-1.9346325397491453,1.557769536972046,-2.034387826919556,0.8773289322853088,-0.13258713483810425,0.8285512328147888,0.8987581133842468,1.8593467473983765,0.4761273562908173,-0.5889043807983398,0.23757454752922055,0.29991352558135986,-0.8730369210243225,-1.543932318687439,-0.0997590348124504,-0.5181763768196106,2.647454261779785,1.2132349014282229,0.4598816931247711,-0.4651422500610352,4.45086669921875,3.28523063659668,0.9194393754005432,-0.4629470407962799,0.3665248453617096,-0.8149779438972473,-0.3739054501056671,-2.3449010848999023,-1.85054349899292
38,11846.0,5979.0,51904.0,33571.0,235450.0,0.0,0.0,0.0,0.0,2.0989925861358643,1.201056957244873,-0.9178605675697328,-0.9211632013320924,2.0578958988189697,2.814908742904663,-0.3785116672515869,0.945649027824402,0.2144011110067368,-0.12010861188173295,-0.44587987661361694,-1.0295192003250122,-0.40933793783187866,1.6037840843200684,-1.963575005531311,1.601494550704956,-1.384412169456482,1.9270281791687007,-0.9224584698677064,0.6682204008102417,3.0844843387603764,-0.14927154779434204,0.33325958251953125,-1.2926175594329834,-1.4854044914245603,0.4077113270759583,-1.4187066555023191,-0.6143660545349121,-0.516879141330719,2.249652624130249
