,company_name,date_,total_comp_income_,dividends_,revenue_,stockholders_equity_,market_value_,delta_comprehensive_income_,delta_dividends_,delta_revenue_,delta_stockholders_equity_,delta_market_value_,delta_market_value_forward_,doc2vec_dim_1,doc2vec_dim_2,doc2vec_dim_3,doc2vec_dim_4,doc2vec_dim_5,doc2vec_dim_6,doc2vec_dim_7,doc2vec_dim_8,doc2vec_dim_9,doc2vec_dim_10,doc2vec_dim_11,doc2vec_dim_12,doc2vec_dim_13,doc2vec_dim_14,doc2vec_dim_15,doc2vec_dim_16,doc2vec_dim_17,doc2vec_dim_18,doc2vec_dim_19,doc2vec_dim_20,doc2vec_dim_21,doc2vec_dim_22,doc2vec_dim_23,doc2vec_dim_24,doc2vec_dim_25,doc2vec_dim_26,doc2vec_dim_27,doc2vec_dim_28,doc2vec_dim_29,doc2vec_dim_30,doc2vec_dim_31,doc2vec_dim_32,doc2vec_dim_33,doc2vec_dim_34,doc2vec_dim_35,doc2vec_dim_36,doc2vec_dim_37,doc2vec_dim_38,doc2vec_dim_39,doc2vec_dim_40,doc2vec_dim_41,doc2vec_dim_42,doc2vec_dim_43,doc2vec_dim_44,doc2vec_dim_45,doc2vec_dim_46,doc2vec_dim_47,doc2vec_dim_48,doc2vec_dim_49,doc2vec_dim_50,doc2vec_dim_51,doc2vec_dim_52,doc2vec_dim_53,doc2vec_dim_54,doc2vec_dim_55,doc2vec_dim_56,doc2vec_dim_57,doc2vec_dim_58,doc2vec_dim_59,doc2vec_dim_60,doc2vec_dim_61,doc2vec_dim_62,doc2vec_dim_63,doc2vec_dim_64,doc2vec_dim_65,doc2vec_dim_66,doc2vec_dim_67,doc2vec_dim_68,doc2vec_dim_69,doc2vec_dim_70,doc2vec_dim_71,doc2vec_dim_72,doc2vec_dim_73,doc2vec_dim_74,doc2vec_dim_75,doc2vec_dim_76,doc2vec_dim_77,doc2vec_dim_78,doc2vec_dim_79,doc2vec_dim_80,doc2vec_dim_81,doc2vec_dim_82,doc2vec_dim_83,doc2vec_dim_84,doc2vec_dim_85,doc2vec_dim_86,doc2vec_dim_87,doc2vec_dim_88,doc2vec_dim_89,doc2vec_dim_90,doc2vec_dim_91,doc2vec_dim_92,doc2vec_dim_93,doc2vec_dim_94,doc2vec_dim_95,doc2vec_dim_96,doc2vec_dim_97,doc2vec_dim_98,doc2vec_dim_99,doc2vec_dim_100
392,HMG COURTLAND PROPERTIES,2010-12-31 00:00:00,-2.57,0.0,9.973,16.062,6.0499,#DIV/0!,#DIV/0!,#DIV/0!,-0.40172086266622,-0.764137371784126,-0.353923205342237,1.2135671377182007,0.5372132062911987,0.48564910888671875,0.16432735323905945,1.2956798076629639,-0.7247896790504456,-0.24388600885868073,-0.3529469668865204,0.9272209405899048,0.9847391843795776,-0.4690430462360382,-0.22922556102275848,0.45283040404319763,0.8559752702713013,0.23997102677822113,-0.542498767375946,-0.5592107176780701,-0.23207946121692657,0.05794380605220795,-0.15433615446090698,-0.19715756177902222,-0.46111416816711426,1.5657395124435425,0.714533269405365,0.494916170835495,-1.5896095037460327,0.4740351438522339,0.08590288460254669,-0.014252780005335808,-0.20663417875766754,0.5141899585723877,-0.0941314771771431,0.3586360812187195,-0.4258805513381958,-0.5658382177352905,0.23396196961402893,-0.645880401134491,0.5927579402923584,-1.1589250564575195,0.23389607667922974,0.4459095299243927,0.3542487323284149,-1.4660216569900513,0.8380694389343262,-1.2621910572052002,-0.4663090407848358,-0.8660634756088257,1.413722276687622,0.38284656405448914,-0.7842966914176941,-0.5580001473426819,0.5816113352775574,0.27671191096305847,-0.6851161122322083,-0.8356454968452454,0.9616956114768982,1.428204894065857,-0.7422542572021484,0.646025538444519,-1.1509637832641602,2.021911859512329,-0.38168632984161377,-0.33653703331947327,-0.024296417832374573,0.5039278864860535,-1.1020084619522095,-0.9706155061721802,0.9148781299591064,0.6026092171669006,-0.38434869050979614,0.10071532428264618,-0.22789214551448822,0.22206227481365204,-1.531410813331604,-0.9604290127754211,-0.6765156984329224,-1.1584222316741943,-0.9594927430152893,0.7734952569007874,1.2831124067306519,-0.3871544897556305,-0.6970764994621277,-1.517606496810913,0.356377512216568,-0.4545765519142151,0.30309975147247314,-0.32687729597091675,0.6540004014968872,-0.8642644286155701,1.3762567043304443,0.3786854147911072,-1.9328765869140625,0.19345806539058685,0.6956974267959595,-0.31321147084236145,0.1604534536600113,-2.011770725250244,-0.8235373497009277,0.5096383094787598,0.32043957710266113
396,HAEMONETICS CORP,2017-04-01 00:00:00,59.45399999999999,0.0,903.923,752.429,3829.4139,-3.46686859466412,#DIV/0!,0.020095563109119,0.017332107462041,0.806339751207721,0.165512456096741,0.04795951023697853,0.020545795559883118,0.003647145116701722,-0.029240315780043602,0.02350076474249363,-0.029716607183218002,0.003108542412519455,-0.04487202689051628,0.007319917436689138,0.009905152022838593,-0.04620753601193428,-0.060371048748493195,-0.04571554809808731,-0.011604826897382736,0.0007121285889297724,-0.0026376687455922365,0.028549812734127045,0.02389141544699669,0.022143801674246788,-0.003344968194141984,0.017183590680360794,0.02309124357998371,0.06731284409761429,0.003635949920862913,0.0067877136170864105,-0.08142463117837906,-0.009346017614006996,0.02565716579556465,0.018249064683914185,-0.0010187611915171146,-0.006189812906086445,0.06935697793960571,0.007693255785852671,0.024568801745772362,-0.019059522077441216,-0.010950444266200066,-0.01662283204495907,-0.060169704258441925,-0.0626680850982666,0.07000342011451721,0.02541106380522251,-0.021196860820055008,-0.03873623535037041,-0.03856607899069786,-0.04997193440794945,0.007665031123906374,-0.020859071984887123,0.005898036994040012,0.04246902838349342,0.0010062714572995901,-0.016713883727788925,0.0820014700293541,0.03192988783121109,-0.04692583531141281,0.05080828070640564,-0.01995660923421383,-0.04952964931726456,-0.09332337975502014,0.05161907523870468,-0.0425586923956871,-0.016722990199923515,0.0036118144635111094,0.042721737176179886,0.028806788846850395,0.021029068157076836,-0.016414105892181396,-0.0007491646101698279,0.03277849033474922,0.0628073588013649,0.007608113810420036,0.06021074578166008,-0.047387704253196716,0.020939217880368233,-0.026904182508587837,0.008903425186872482,-0.07722549140453339,0.06033363938331604,-0.006758455187082291,0.08390186727046967,0.05959611386060715,0.05494504049420357,-0.04504457861185074,-0.056275755167007446,0.05886010080575943,0.010417272336781025,0.04037285968661308,0.007662768010050058,0.015165920369327068,-0.03839028999209404,-0.00837260577827692,-0.011981756426393986,-0.03059699386358261,-0.05341627821326256,-0.02195669524371624,0.020033210515975952,-0.004351035691797733,-0.021936574950814247,-0.03772395849227905,0.019628677517175674,0.0814768597483635
397,HAEMONETICS CORP,2016-04-02 00:00:00,-24.101,0.0,886.1160000000001,739.61,2119.9854,-0.650177806807461,#DIV/0!,-0.024994718495828,0.025008142024627,0.1899324955627,0.806339751207721,0.029711000621318817,0.01727329008281231,0.0021142910700291395,0.005052139516919851,0.02413315698504448,-0.05141506716609001,-0.014380917884409428,-0.043317392468452454,0.010009522549808025,0.02194242924451828,-0.01447254791855812,-0.007692461833357811,-0.03996869921684265,0.017963532358407974,-0.007129762787371874,-0.0115579292178154,0.01179503183811903,0.006414932664483786,-0.0021679350174963474,-0.015430133789777756,-0.016530489549040794,0.01001177728176117,0.044085852801799774,-0.005889429710805416,0.005912326741963625,-0.03607283905148506,-0.02751857228577137,0.014199355617165565,-0.021491503342986107,-0.04217939078807831,0.004464343190193176,0.055516742169857025,-0.009167307987809181,0.014796734787523746,0.0023459552321583033,0.011625868268311024,-0.029285673052072525,-0.026286214590072632,-0.08381763845682144,0.0898730531334877,0.03970297798514366,-0.024327542632818222,-0.03288032114505768,-0.07636229693889618,-0.0198377575725317,-0.03465738147497177,-0.0041991062462329865,0.014697992242872715,0.05997534096240997,0.005331770516932011,-0.051400355994701385,0.06957344710826874,0.00726463133469224,-0.03684516251087189,0.08568352460861206,-0.01828472875058651,-0.048025187104940414,-0.07472430169582367,0.031040597707033157,-0.03552570939064026,0.018006376922130585,-0.018489550799131393,0.04752840846776962,0.029904862865805626,0.007075831294059753,-0.027930384501814842,0.008718212135136127,0.038912490010261536,0.027348043397068977,-0.011523067951202393,0.07401648908853531,-0.0449552945792675,0.03592272102832794,-0.061548080295324326,0.021394750103354454,-0.09324774146080017,0.036698419600725174,-0.008265269920229912,0.05585861951112747,0.03522801399230957,0.036067601293325424,-0.0666927695274353,-0.03502916544675827,0.05259611830115318,0.0155269680544734,0.003918830305337906,0.0054662819020450115,0.009863986633718014,-0.040324825793504715,-0.01950746774673462,0.006510263308882713,-0.04513457044959068,-0.03948991745710373,-0.010058043524622917,0.012796221300959587,0.008386696688830853,-0.009057331830263138,-0.012273848056793213,0.04383528232574463,0.058156125247478485
398,HAEMONETICS CORP,2015-03-28 00:00:00,-68.895,0.0,908.832,721.565,1781.6014,10.046176046176,#DIV/0!,-0.001692712767185,-0.126563631037546,-0.232419497063692,0.1899324955627,0.030793944373726845,-0.006800518371164799,-0.021105052903294563,-0.018850792199373245,0.025896979495882988,-0.010989555157721043,-0.009981105104088783,-0.07104373723268509,0.021555038169026375,-0.004789833445101976,-0.011426658369600773,-0.0005301149212755263,-0.020236331969499588,-0.0008709290414117277,-0.0026249592192471027,-0.010008113458752632,0.03437786549329758,0.013121509924530983,0.004175513982772827,-0.012742352671921253,-0.004796736873686314,0.00801731739193201,0.010032351128757,0.009923333302140236,0.02043052576482296,-0.041345540434122086,-0.023250389844179153,-0.0012259487994015217,0.020987121388316154,-0.018647270277142525,0.020105155184864998,0.052700676023960114,0.004277174826711416,0.009100283496081829,-0.013650530949234962,-0.009756611660122871,0.0066071730107069016,-0.045472655445337296,-0.04596805199980736,0.07584234327077866,0.028727814555168152,-0.011270023882389069,-0.04531126469373703,-0.03566503897309303,-0.035003017634153366,-0.030758852139115334,-0.016595056280493736,-0.00037926455843262374,0.03945639729499817,0.005691453814506531,-0.004855894483625889,0.0398188978433609,-0.0015025334432721138,-0.03139345720410347,0.058769576251506805,-0.009820014238357544,-0.04604368284344673,-0.05777643620967865,0.03267018124461174,-0.016767533496022224,0.002375849289819598,-0.0247403085231781,0.05381077527999878,0.03412958234548569,0.01724972389638424,-0.02522171288728714,-0.014120001345872879,0.01630110666155815,0.01324993371963501,-0.0044093504548072815,0.05302593857049942,-0.0499039888381958,0.025672152638435364,-0.04279481992125511,0.01976921223104,-0.07187436521053314,0.032258182764053345,0.002720749005675316,0.04048996418714523,0.04431488737463951,0.027965113520622253,-0.05339586362242699,-0.034863896667957306,0.042617619037628174,0.013297142460942268,0.009063481353223324,0.006821618415415287,-0.00025849699159152806,-0.04093406721949577,-0.021964918822050095,-0.016598787158727646,-0.02487233653664589,-0.03459932655096054,-0.010383456945419312,0.013096698559820652,0.015933755785226822,-0.01011304184794426,-0.024937018752098083,0.04469279572367668,0.03199932351708412
399,HAEMONETICS CORP,2014-03-29 00:00:00,-6.237,0.0,910.373,826.122,2321.0613,-1.20038554216867,#DIV/0!,-0.029979467431852,-0.014042449587535,0.368537222698698,-0.232419497063692,0.03209594264626503,0.02378428541123867,0.009362082928419113,-0.0061889346688985825,0.0324769951403141,-0.03209178149700165,-0.004577720072120428,-0.03937044367194176,-0.007621415425091982,0.0016878554597496986,-0.012315296567976475,-0.03710905835032463,-0.040217652916908264,0.02867591381072998,0.0040337094105780125,-0.012139157392084599,0.011241509579122066,0.02302391268312931,-0.00956645142287016,-0.005740683525800705,0.018389837816357613,0.011231712065637112,0.07066129148006439,-0.016983874142169952,0.014238405041396618,-0.049432843923568726,0.01586751453578472,0.009319407865405083,0.016123561188578606,-0.015989072620868683,-0.018543554469943047,0.05564487725496292,0.006178521551191807,0.02626291662454605,-0.01810925267636776,-0.009601417928934097,-0.018287740647792816,-0.010721460916101933,-0.05576881766319275,0.06882400810718536,0.0035319391172379255,-0.02021230012178421,-0.014512910507619381,-0.0047941021621227264,-0.009487385861575603,0.0014326468808576465,-0.010859640315175056,0.00813013780862093,0.03584630414843559,0.02830023504793644,-0.017508530989289284,0.03161449730396271,0.014325744472444057,-0.04337058961391449,0.04385106638073921,-0.04074806720018387,-0.03421470522880554,-0.10271535068750381,0.03939536213874817,-0.011963258497416973,-0.005919463466852903,-0.005336119327694178,0.025449013337492943,0.03995906561613083,0.013646760955452919,-0.05166563019156456,0.005085768643766642,0.04077679291367531,0.01660997048020363,0.008554215542972088,0.05325545370578766,-0.016306230798363686,0.0031722281128168106,-0.04196493327617645,-0.022539697587490082,-0.03713472932577133,0.016345467418432236,0.005963387433439493,0.08211401849985123,0.03380713611841202,0.030147656798362732,-0.02912117727100849,-0.030567144975066185,0.04825753718614578,0.019886227324604988,0.022612806409597397,-0.016333118081092834,0.002961861900985241,-0.02117880806326866,0.005111448932439089,-0.015599976293742657,-0.0128146568313241,-0.029264405369758606,-0.026592426002025604,0.021610243245959282,0.008098248392343521,-0.010481610894203186,-0.011801665648818016,0.008519113063812256,0.030018392950296402
400,HAEMONETICS CORP,2013-03-30 00:00:00,31.125,0.0,938.509,837.888,1696.0162,-0.113828545397603,#DIV/0!,0.052151929954372,0.089323463107561,-0.202247551979355,0.368537222698698,0.027380552142858505,0.03394674137234688,-0.0011245348723605275,0.006920362822711468,0.02207646332681179,-0.010098242200911045,-0.010207114741206169,-0.05609844624996185,0.0008863798575475812,0.03715546056628227,0.012128792703151703,-0.016008932143449783,-0.06406708806753159,0.03946339339017868,0.03694551810622215,-0.009238574653863907,0.029106449335813522,0.021210813894867897,-0.009037217125296593,-0.022559795528650284,-0.006768008228391409,-0.01250371616333723,0.08066477626562119,-0.001498648663982749,0.005494088865816593,-0.04808564484119415,0.012829218991100788,0.016149597242474556,0.029429782181978226,-0.004542341455817223,-0.011390399187803268,0.06133442744612694,-0.012359446845948696,0.003513118950650096,-0.008161828853189945,0.019453512504696846,-0.0403142124414444,-0.01534935925155878,-0.07001373171806335,0.07926847785711288,0.027289029210805893,-0.012421099469065666,-0.019013822078704834,-0.04187745973467827,-0.01029866561293602,-0.00979284942150116,-0.02144637517631054,0.016417022794485092,0.07813871651887894,0.042997948825359344,-0.041496939957141876,0.053601253777742386,0.014349376782774925,-0.04005948081612587,0.043965913355350494,-0.01979759894311428,-0.058223020285367966,-0.09057094156742096,0.040672048926353455,-0.0087067149579525,0.013797227293252945,-0.009606415405869484,0.03212130069732666,0.028806528076529503,0.00834332499653101,-0.046455081552267075,0.016876067966222763,0.012260866351425648,0.025141188874840736,-0.006979808676987886,0.04800139740109444,-0.053730759769678116,0.017576955258846283,-0.03615040332078934,0.005209558177739382,-0.07678617537021637,0.029902955517172813,-0.00046482172911055386,0.09168797731399536,0.03700196370482445,0.01950620673596859,-0.03982268646359444,-0.05187312886118889,0.04863699525594711,0.02501375786960125,0.028509141877293587,0.02003226801753044,0.005401569418609142,-0.01792752929031849,-0.0011707425583153963,-0.013229629024863243,-0.046595651656389236,-0.027097558602690697,-0.01828709989786148,-0.008152801543474197,0.014285515993833542,0.002551495796069503,-0.04301907867193222,0.033513788133859634,0.06436876952648163
401,HAEMONETICS CORP,2012-03-31 00:00:00,35.123000000000005,0.0,891.99,769.182,2125.9931,-0.471476939282221,#DIV/0!,0.225523601211248,0.049890053792428,0.205865437005124,-0.202247551979355,0.005102194845676422,0.03623760864138603,-0.015519176609814167,0.00263449689373374,0.027596311643719673,1.0433883289806545e-05,-0.000693199341185391,-0.05729644373059273,0.02246107906103134,-0.0007933769375085831,-0.03587287664413452,-0.0560116283595562,-0.04946553334593773,0.001980882603675127,-0.010634608566761017,-0.01750030182301998,0.009113105945289135,0.02885253168642521,0.018071604892611504,-0.040309540927410126,0.04556652158498764,0.02706090360879898,0.023488271981477737,-0.0008248387021012604,0.03389652073383331,-0.07185474783182144,-0.03067747689783573,-0.019075186923146248,0.017394743859767914,-0.029850970953702927,-0.009311969392001629,0.04333368316292763,0.0026394028682261705,0.03266647830605507,-0.005651411600410938,-0.008032722398638725,-0.025347724556922913,-0.04318169504404068,-0.0774664655327797,0.07839254289865494,0.016873452812433243,-0.006423081271350384,-0.05003688856959343,-0.04594207555055618,-0.030419006943702698,-0.020408589392900467,-0.0383417122066021,-0.023717345669865608,0.05667826160788536,-0.0016923402436077595,-0.02807423286139965,0.09693149477243423,0.03931225463747978,-0.025448249652981758,0.0453207865357399,-0.005954856984317303,-0.02927473932504654,-0.06909207999706268,0.007923953235149384,-0.023800097405910492,-0.010574720799922943,-0.026030316948890686,0.059140995144844055,0.011622033081948757,0.05332144722342491,-0.05708486586809158,-0.0025646050926297903,0.037896282970905304,0.03142084926366806,-0.017024897038936615,0.05447307601571083,-0.03516033664345741,0.01031209621578455,-0.07179135829210281,0.006437226664274931,-0.06055397912859917,0.04189174249768257,0.025434423238039017,0.09422416985034943,0.0358201339840889,0.018530769273638725,-0.06228448450565338,-0.055314891040325165,0.04961136728525162,-0.022026071324944496,-0.013398677110671997,-0.014569680206477642,0.009393333457410336,-0.014987683854997158,-0.02007202059030533,-0.020339272916316986,-0.029993528500199318,-0.05555824935436249,-0.03869195654988289,0.019957130774855614,-0.002376425312831998,-0.03408258408308029,-0.012574415653944016,0.05880558118224144,0.05779019370675087
402,MIKROS SYSTEMS CORP,2015-12-31 00:00:00,0.462,0.0,7.36,2.267,4.0033,-0.133208255159475,#DIV/0!,0.331644653519088,0.257348863006101,-0.106306507422703,1.12197437114381,-0.0175288375467062,0.22132621705532074,-0.29717496037483215,-0.5996055006980896,-0.40204867720603943,-0.06332217156887054,-0.11573608964681625,-0.1972285807132721,-0.26003098487854004,0.9795451760292053,0.2925993800163269,-0.43108752369880676,-0.23347197473049164,0.20430512726306915,-2.7171308994293213,-1.0773438215255737,1.9163564443588257,-0.20873408019542694,-1.2302589416503906,-1.7803491353988647,-0.010825117118656635,1.5482308864593506,0.38992464542388916,-0.8354872465133667,-0.6159824132919312,0.291851282119751,-1.6388369798660278,0.46025350689888,0.2203635722398758,-0.488730788230896,-0.15505938231945038,0.5228333473205566,0.24246029555797577,0.013019188307225704,-0.3875907063484192,1.2267248630523682,-0.20782797038555145,1.1280145645141602,-1.2060089111328125,-0.43145155906677246,1.688112735748291,0.2506265640258789,-1.5471824407577515,-2.4700067043304443,0.6812519431114197,0.3445412218570709,0.15340431034564972,0.2301470786333084,1.358885645866394,0.5173364877700806,-1.1696733236312866,-0.14788329601287842,-0.04255850985646248,-1.2187840938568115,1.1924896240234375,0.41438648104667664,-1.6765903234481812,-0.4646769165992737,1.0946846008300781,-0.07981886714696884,-0.5704057812690735,-0.9854340553283691,-0.2672203779220581,1.6232017278671265,0.5503391027450562,-0.11256331950426102,2.6492061614990234,0.8679280281066895,0.7789206504821777,0.5850977897644043,0.2322075068950653,0.6345505118370056,0.8876681327819824,0.1734914481639862,-0.7751348614692688,0.23282986879348755,0.9422714114189148,0.3868087828159332,0.7430059313774109,-0.05527346953749657,0.02664957195520401,-1.4949668645858765,-1.3932851552963257,0.5218538045883179,0.9791491627693176,-1.0506033897399902,-1.07456374168396,0.19104643166065216,-0.9584091901779175,-1.6061763763427734,0.20483410358428955,-1.1788371801376343,-1.8384182453155518,-1.0129469633102417,-0.2841772139072418,-0.4829409420490265,0.909426212310791,0.4875565469264984,0.8564234972000122,0.16618596017360687
403,MIKROS SYSTEMS CORP,2012-12-31 00:00:00,0.227,0.0,4.825,1.396,1.6006,0.335294117647059,#DIV/0!,-0.097793567688856,0.22887323943662,-0.295882456449059,0.980007497188554,0.4606750011444092,0.0679197758436203,-0.09096381068229675,-0.03143014758825302,-0.09185083955526352,-0.16045035421848297,-0.8315091729164124,-0.36734074354171753,-0.29952943325042725,0.8605695962905884,-0.39752197265625,0.16214585304260254,0.13890928030014038,-0.031037861481308937,-1.448707938194275,-0.7880949378013611,1.0122120380401611,-0.2103722095489502,-1.218729853630066,-1.0400903224945068,0.7050837874412537,0.768734335899353,0.7843084931373596,-0.5906559824943542,0.03306686505675316,-0.6410945057868958,-0.7473285794258118,0.5435450673103333,-0.2724247872829437,-0.18644414842128754,-0.606282651424408,1.161832332611084,0.0812511071562767,0.12466903775930405,0.030427291989326477,0.9140724539756775,-0.026753198355436325,0.4165225327014923,-0.8310478925704956,0.16030482947826385,0.9468962550163269,-0.8644236922264099,-0.313381165266037,-1.9926018714904785,0.9093250632286072,-0.4505990743637085,0.08005155622959137,0.6366018056869507,0.25024834275245667,0.913571298122406,-0.8789276480674744,-0.22901365160942078,0.40988701581954956,-0.9260955452919006,1.1634279489517212,-0.15441767871379852,-1.0800310373306274,-0.1781114786863327,0.14269880950450897,-0.42150306701660156,0.853973925113678,-0.8035356998443604,-0.6623157858848572,1.1323482990264893,0.6684862375259399,0.13258546590805054,1.2291229963302612,0.9523770809173584,0.8739526271820068,0.2293425053358078,-0.02740936540067196,0.6113761067390442,0.006934298202395439,0.2309378981590271,-0.34701812267303467,-0.5504887104034424,0.5558455586433411,-0.022833049297332764,1.0696806907653809,0.3980018198490143,0.6741473078727722,-0.8806108832359314,-1.3483175039291382,0.47185981273651123,0.6087329983711243,-0.6569477319717407,-0.7678372859954834,0.07714876532554626,-0.7596068978309631,-0.5596755743026733,-0.7854086756706238,-0.28014877438545227,-1.6358599662780762,0.5454867482185364,-1.0586421489715576,-0.42466628551483154,0.0450497567653656,-0.007466432172805071,0.4036782383918762,0.6960955858230591
404,MIKROS SYSTEMS CORP,2011-12-31 00:00:00,0.17,0.0,5.348,1.136,2.2732,-0.325396825396825,#DIV/0!,0.113702623906706,0.211087420042644,-0.591092243488272,-0.295882456449059,0.2713889181613922,0.1479693353176117,-0.012555133551359177,-0.2638671398162842,0.09410695731639862,-0.31652501225471497,-0.5554524660110474,-0.12139912694692612,-0.6340205669403076,0.5230422616004944,-0.5438636541366577,0.1528288573026657,0.22055283188819885,-0.14206558465957642,-1.7589401006698608,-0.38262730836868286,1.3749499320983887,0.2364402413368225,-1.0573596954345703,-0.8857312202453613,0.670871913433075,0.916556715965271,0.9355258941650391,-0.506019651889801,0.25862711668014526,-0.6458982229232788,-0.14656808972358704,0.44292744994163513,0.07220084965229034,-0.050596822053194046,-0.09816891700029373,1.2831400632858276,-0.2077951729297638,0.15228113532066345,-0.30974239110946655,1.03810715675354,-0.1590566784143448,0.1501009464263916,-1.0070689916610718,0.3520633280277252,1.0185030698776245,-0.5614590048789978,-0.2026481330394745,-1.9791425466537476,0.60573810338974,-0.10321979224681854,0.280148983001709,0.7302947640419006,0.7205966711044312,0.8305683732032776,-0.8329081535339355,-0.4587104618549347,0.28087693452835083,-0.684185266494751,1.1383932828903198,-0.21001501381397247,-0.9986178278923035,-0.3370324969291687,0.4580300748348236,-0.16079466044902802,1.2359477281570435,-0.6667848825454712,-0.8699288964271545,1.2339671850204468,0.33437755703926086,0.43967053294181824,1.3145619630813599,0.799058735370636,0.6710342764854431,-0.04717998951673508,0.18476484715938568,0.6906654834747314,0.11588416993618011,0.4345967769622803,-0.21385107934474945,-0.5513678789138794,0.6959588527679443,0.24146229028701782,1.113364338874817,0.1408650130033493,0.6425097584724426,-0.8911763429641724,-1.1887751817703247,0.4356568157672882,0.22648097574710846,-0.6168887615203857,-0.8036066889762878,0.15030083060264587,-0.7958478927612305,-0.5923352837562561,-0.7222844958305359,-0.210037499666214,-1.6193138360977173,0.19579117000102997,-0.901210606098175,-0.5232426524162292,0.053711168467998505,-0.0033637916203588247,0.23361438512802124,0.7812750339508057
406,ABEONA THERAPEUTICS INC,2017-12-31 00:00:00,-27.319000000000006,0.0,0.8370000000000001,170.09799999999996,743.1748,0.248982764138435,#DIV/0!,-0.058492688413948,0.716462491674908,2.80662586390851,-0.539381313790511,0.06449176371097565,0.037686076015233994,-0.013417327776551247,0.03886206075549126,0.06710907816886902,-0.01591045968234539,0.013041653670370579,-0.032364875078201294,0.02809315361082554,0.020654750987887383,-0.04767812788486481,-0.07682829350233078,-0.0272666048258543,0.046149369329214096,-0.03229565545916557,-0.013652125373482704,0.04427279531955719,-0.010789839550852776,-0.005377962253987789,0.042314544320106506,0.05864069238305092,0.007728620897978544,0.06250938773155212,-0.0031180609948933125,-0.02230571210384369,-0.14284904301166534,-0.010335000231862068,0.024942932650446892,0.01505410484969616,-0.008320544846355915,-0.011210369877517223,0.05458758771419525,-0.03133336454629898,0.0720876008272171,-0.03273199871182442,0.012800614349544048,0.010931075550615788,-0.06444456428289413,-0.09249141812324524,0.09673766791820526,-0.0004291808872949332,-0.030103495344519615,-0.037664949893951416,-0.0738416239619255,-0.02698921039700508,-0.012572633102536201,-0.06100005656480789,0.01617623120546341,0.053836558014154434,0.013737068511545658,-0.033190805464982986,0.05295310169458389,0.019359558820724487,-0.03644050657749176,0.08976706117391586,0.006552193779498339,-0.040563493967056274,-0.12373646348714828,0.055345334112644196,-0.0029812362045049667,-0.032041214406490326,-0.052915580570697784,0.04453059285879135,0.06114809215068817,0.025880007073283195,-0.04324640706181526,-0.0047096689231693745,0.11321453005075455,0.0520407035946846,-0.03173501789569855,0.0853884220123291,-0.09256112575531006,0.03920138254761696,-0.07220500707626343,0.008831060491502285,-0.07664971798658371,0.03729039430618286,-0.022868376225233078,0.03207641467452049,0.028155874460935593,0.027117902413010597,-0.07528845220804214,-0.04495994746685028,0.10681720077991486,0.06831834465265274,0.03553361818194389,0.008065354079008102,-0.0015876679681241512,-0.008754276670515537,-0.010431948117911816,-0.020408062264323235,-0.0027719037607312202,-0.08106625080108643,-0.04981322959065437,0.029950963333249092,0.006567382253706455,0.008206147700548172,-0.008649652823805809,0.0581488199532032,0.08549027889966965
407,ABEONA THERAPEUTICS INC,2016-12-31 00:00:00,-21.873,0.0,0.889,99.098,195.2319,0.50578273440727,#DIV/0!,-0.145192307692308,0.463327475967573,0.774569269155081,2.80662586390851,0.02187230810523033,0.033338114619255066,0.005536127835512161,0.0017763827927410603,0.05323515087366104,-0.02616044692695141,0.01630713976919651,-0.02975853905081749,0.014341773465275764,0.022102652117609978,-0.031170759350061417,-0.06460212171077728,-0.0470844991505146,0.0609624944627285,0.0019431425025686622,-0.023109206929802895,0.02948007732629776,0.01395868044346571,-0.020772835239768028,0.03314001113176346,0.06393574178218842,0.01711447350680828,0.06426795572042465,0.0010613191407173872,-0.003417659318074584,-0.06230291351675987,-0.0008067700546234846,-0.0019467046950012445,0.009461522102355957,-0.0358576737344265,-0.013556113466620445,0.0264635868370533,-0.041522130370140076,0.020532449707388878,-0.016436582431197166,0.035482220351696014,0.010404775850474834,-0.0291794054210186,-0.06846275925636292,0.06274458765983582,-0.018384113907814026,-0.03341870754957199,-0.06298144161701202,-0.0013432134874165058,-0.04477321729063988,0.018789740279316902,-0.045919157564640045,0.005605129990726709,0.053262293338775635,0.02954941801726818,-0.041719891130924225,0.06258109211921692,0.019215472042560577,-0.06181803345680237,0.05556419491767883,0.02981157787144184,-0.055264901369810104,-0.11620208621025085,0.044294573366642,-0.04075883328914642,-0.024254100397229195,-0.04399547725915909,0.05165611580014229,0.05092807859182358,0.011633221991360188,-0.042594801634550095,-0.0029230634681880474,0.06180926784873009,0.059017445892095566,-0.04422227665781975,0.036280155181884766,-0.041965216398239136,0.04419296234846115,-0.03673925623297691,-0.014127766713500023,-0.040971629321575165,-0.003552621928974986,0.009974407963454723,0.06350845098495483,0.022712092846632004,0.010568005032837391,-0.037718236446380615,-0.06264856457710266,0.046338219195604324,0.06313370913267136,0.028416531160473824,-0.007295210380107164,0.01929791271686554,-0.039131492376327515,0.010830252431333065,0.0037179868668317795,-0.034501560032367706,-0.04604136943817139,-0.010150033049285412,0.003962886054068804,-0.01841752976179123,0.02994934655725956,-0.02184985764324665,0.05526450648903847,0.0032140896655619144
